id,region,price,year,manufacturer,model,condition,fuel,transmission,drive;,car_age,log_price,year_bin
7315746793,birmingham,24997.0,2014,mercedes-benz,m-class,,gas,automatic,;,10,10.126551100650167,2011-2015
7315741039,birmingham,6700.0,2011,nissan,murano,excellent,gas,automatic,;,13,8.81001204797317,2011-2015
7315720016,birmingham,26500.0,2019,nissan,rogue sport,,gas,automatic,;,5,10.184937747111391,2016-2020
7315720022,birmingham,27988.0,2020,nissan,altima,,gas,automatic,;,4,10.239566854825899,2016-2020
7315719969,birmingham,20870.0,2019,infiniti,qx30,,gas,automatic,fwd;,5,9.94611591459175,2016-2020
7315719954,birmingham,26988.0,2018,nissan,pathfinder,,gas,automatic,4wd;,6,10.203184654566114,2016-2020
7315718861,birmingham,19990.0,2017,subaru,legacy 2.5i premium sedan,good,gas,other,;,7,9.903037451255743,2016-2020
7315717381,birmingham,19877.0,2011,ram,2500,,diesel,automatic,;,13,9.89736887152795,2011-2015
7315717357,birmingham,11977.0,2015,gmc,terrain,,gas,automatic,fwd;,9,9.390826912824407,2011-2015
7315683764,birmingham,29998.0,2014,mercedes-benz,cls,,gas,automatic,rwd;,10,10.308919326755392,2011-2015
7315670261,birmingham,12895.0,1991,chevrolet,corvette,,gas,automatic,rwd;,33,9.464672464746409,<=2000
7315607166,birmingham,3650.0,1999,jeep,grand cherokee,,gas,automatic,rwd;,25,8.202756381655638,<=2000
7315582673,birmingham,3299.0,2003,chevrolet,cavalier,,gas,automatic,fwd;,21,8.101677747454572,2001-2010
7315552491,birmingham,4499.0,2005,toyota,camry,,gas,automatic,fwd;,19,8.411832675758411,2001-2010
7315536101,birmingham,5940.0,2011,kia,soul,,gas,manual,rwd;,13,8.689632748355741,2011-2015
7315518205,birmingham,3999.0,2009,volvo,s60,,gas,automatic,fwd;,15,8.294049640102028,2001-2010
7315518138,birmingham,8980.0,2011,jeep,grand cherokee,,,manual,rwd;,13,9.10286651367095,2011-2015
7315506908,birmingham,4950.0,2001,toyota,4runner limited,,gas,automatic,rwd;,23,8.507344855361422,2001-2010
7315498556,birmingham,4980.0,2010,chevrolet,traverse,,gas,manual,rwd;,14,8.513385953073284,2001-2010
7315477708,birmingham,4400.0,2006,buick,lacrosse,,gas,automatic,fwd;,18,8.38958706681109,2001-2010
7315477644,birmingham,8980.0,2010,dodge,charger,,gas,automatic,rwd;,14,9.10286651367095,2001-2010
7315472611,birmingham,33590.0,2014,toyota,tundra crewmax sr5 pickup,good,other,other,;,10,10.422013452928306,2011-2015
7315472435,birmingham,39590.0,2020,ford,mustang gt premium coupe 2d,good,gas,other,rwd;,4,10.586357098684939,2016-2020
7315472446,birmingham,26590.0,2017,honda,pilot lx sport utility 4d,good,gas,other,;,7,10.188328091653252,2016-2020
7315467479,birmingham,21990.0,2018,buick,regal sportback preferred,good,gas,other,fwd;,6,9.998388557730848,2016-2020
7315467324,birmingham,19990.0,2017,hyundai,sonata plug-in hybrid,good,hybrid,manual,fwd;,7,9.903037451255743,2016-2020
7315467192,birmingham,30990.0,2019,ford,ranger supercrew xl pickup,good,other,other,;,5,10.341452118734878,2016-2020
7315455723,birmingham,6980.0,2006,nissan,pathfinder,,gas,automatic,rwd;,18,8.850947451970402,2001-2010
7315432897,birmingham,4100.0,2010,hyundai,elantra touring,,gas,manual,fwd;,14,8.31898612539206,2001-2010
7315432820,birmingham,7980.0,2015,kia,forte,,gas,automatic,fwd;,9,8.984818995876008,2011-2015
7315409578,birmingham,9980.0,2013,infiniti,jx35,,gas,automatic,fwd;,11,9.208438564686587,2011-2015
7315387122,birmingham,19500.0,2008,ram,3500,good,diesel,manual,4wd;,16,9.87822102528824,2001-2010
7315384686,birmingham,2300.0,1997,buick,lesabre,,gas,automatic,fwd;,27,7.741099090035366,<=2000
7315384602,birmingham,10980.0,2007,gmc,yukon xl denali,,gas,automatic,;,17,9.303921785597714,2001-2010
7315377651,birmingham,15000.0,2009,toyota,tacoma 4x4,good,gas,automatic,4wd;,15,9.61587214452889,2001-2010
7315366606,birmingham,14897.0,2012,jeep,grand cherokee,,gas,other,rwd;,12,9.608982254736222,2011-2015
7315366439,birmingham,11400.0,2013,kia,sportage,,gas,other,4wd;,11,9.34145634983372,2011-2015
7315359827,birmingham,10980.0,2012,ford,mustang,,gas,manual,rwd;,12,9.303921785597714,2011-2015
7315355524,birmingham,3500.0,1998,jeep,cherokee,,gas,automatic,4wd;,26,8.160803920954665,<=2000
7315354216,birmingham,8950.0,2011,ford,f-150,excellent,gas,automatic,fwd;,13,9.099520536870939,2011-2015
7315345469,birmingham,50000.0,2019,toyota,tundra,like new,gas,automatic,4wd;,5,10.819798284210286,2016-2020
7315336062,birmingham,3500.0,2009,hyundai,accent,,gas,automatic,fwd;,15,8.160803920954665,2001-2010
7315335997,birmingham,7480.0,2012,chrysler,300,,gas,automatic,rwd;,12,8.920121751872404,2011-2015
7315294251,birmingham,1200.0,2005,chevrolet,impala,fair,gas,automatic,fwd;,19,7.0909098220799835,2001-2010
7315329101,birmingham,8888.0,2005,nissan,altima 3.5 sl,excellent,gas,automatic,fwd;,19,9.092569836241674,2001-2010
7315296502,birmingham,26990.0,2016,toyota,tacoma,,gas,automatic,rwd;,8,10.203258756085228,2016-2020
7315258127,birmingham,15277.0,2017,mini,cooper,,gas,manual,fwd;,7,9.634169164101305,2016-2020
7315258080,birmingham,17977.0,2012,toyota,4runner,,gas,automatic,4wd;,12,9.796904067133344,2011-2015
7315253314,birmingham,12250.0,2007,toyota,4runner sport edition,,gas,automatic,;,17,9.41336284529417,2001-2010
7315177514,birmingham,16500.0,2011,ford,f250 super duty,excellent,gas,automatic,4wd;,13,9.711176264112805,2011-2015
7315145734,birmingham,5800.0,2001,ford,crown vic,,gas,automatic,;,23,8.665785595466064,2001-2010
7315136222,birmingham,3999.0,2006,pontiac,grand prix,,gas,automatic,fwd;,18,8.294049640102028,2001-2010
7315125503,birmingham,6000.0,2011,acura,mdx,good,gas,automatic,;,13,8.699681400989514,2011-2015
7315110575,birmingham,9400.0,2008,mercedes-benz,benz c350,good,gas,automatic,rwd;,16,9.148571345578551,2001-2010
7315109151,birmingham,3850.0,2003,dodge,durango,,gas,automatic,rwd;,21,8.25608813381491,2001-2010
7315094967,birmingham,7900.0,2013,nissan,pathfinder,good,gas,automatic,fwd;,11,8.974744612722734,2011-2015
7315075822,birmingham,4300.0,2012,kia,soul,,gas,automatic,fwd;,12,8.366602832783736,2011-2015
7315037003,birmingham,2800.0,2006,ford,taurus,,gas,automatic,fwd;,18,7.937731775260109,2001-2010
7315016146,birmingham,27995.0,2012,ford,f250 super duty,,gas,automatic,;,12,10.23981692180943,2011-2015
7314992967,birmingham,3900.0,2010,chevrolet,cobalt,,gas,automatic,fwd;,14,8.268988209506656,2001-2010
7314967754,birmingham,7300.0,2007,lexus,rx350,good,gas,automatic,fwd;,17,8.895766604056085,2001-2010
7314956410,birmingham,28900.0,2017,audi,q7,good,gas,automatic,4wd;,7,10.27163147557801,2016-2020
7314956329,birmingham,17000.0,2019,chevrolet,trax,good,gas,automatic,4wd;,5,9.741027444837728,2016-2020
7314945978,birmingham,3350.0,2010,chevrolet,hhr,,,automatic,rwd;,14,8.11701408773731,2001-2010
7314938392,birmingham,5950.0,2007,mitsubishi,eclipse,good,gas,manual,fwd;,17,8.691314551644853,2001-2010
7314897630,birmingham,24590.0,2017,chevrolet,silverado 1500 regular,good,gas,other,;,7,10.11013580132114,2016-2020
7314897221,birmingham,3999.0,2006,honda,accord sedan,,gas,automatic,fwd;,18,8.294049640102028,2001-2010
7314893113,birmingham,8900.0,2013,toyota,prius,excellent,hybrid,automatic,fwd;,11,9.093918908958932,2011-2015
7314885567,birmingham,34590.0,2018,ford,f150 super cab xl pickup 4d,good,gas,other,;,6,10.451348811602948,2016-2020
7314885483,birmingham,39990.0,2019,nissan,370z nismo coupe 2d,good,gas,other,rwd;,5,10.596409707779776,2016-2020
7314885435,birmingham,30590.0,2016,toyota,tacoma double cab sr5,good,other,other,;,8,10.328461127032336,2016-2020
7314879552,birmingham,11587.0,2013,ford,escape,,gas,other,fwd;,11,9.35772535888924,2011-2015
7314833347,birmingham,4000.0,2002,toyota,camry,like new,gas,automatic,fwd;,22,8.294299608857235,2001-2010
7314848183,birmingham,2999.0,2007,ford,taurus,,gas,automatic,fwd;,17,8.006367567650246,2001-2010
7314847158,birmingham,10800.0,2013,toyota,camry,excellent,hybrid,automatic,fwd;,11,9.287394001418473,2011-2015
7314831178,birmingham,5500.0,2008,nissan,altima,like new,gas,automatic,fwd;,16,8.612685172875459,2001-2010
7314812134,birmingham,34500.0,2012,bmw,x6,,gas,automatic,;,12,10.448743588106625,2011-2015
7314798728,birmingham,3200.0,1988,chevrolet,s10 pickup,,gas,automatic,;,36,8.071218539969863,<=2000
7314769276,birmingham,19990.0,2020,nissan,versa,,gas,automatic,fwd;,4,9.903037451255743,2016-2020
7314769271,birmingham,26990.0,2020,nissan,frontier,,gas,automatic,rwd;,4,10.203258756085228,2016-2020
7314769274,birmingham,31988.0,2019,nissan,murano,,gas,automatic,fwd;,5,10.373147372686288,2016-2020
7314765945,birmingham,11977.0,2009,toyota,venza,,gas,automatic,;,15,9.390826912824407,2001-2010
7314759369,birmingham,35990.0,2016,dodge,challenger r/t scat pack,good,other,other,rwd;,8,10.491024186183038,2016-2020
7314759358,birmingham,34990.0,2018,ram,1500 quad cab big horn,good,other,other,4wd;,6,10.462846164547514,2016-2020
7314756426,birmingham,38995.0,2012,ford,f-250 super duty,,gas,automatic,4wd;,12,10.571214355749163,2011-2015
7314751649,birmingham,10500.0,2013,volkswagen,passat tdi sel,excellent,diesel,automatic,;,11,9.259225769705994,2011-2015
7314747301,birmingham,18250.0,2016,ford,explorer xlt,excellent,gas,automatic,;,8,9.811975152030021,2016-2020
7314746017,birmingham,19900.0,2017,ford,explorer xlt,excellent,gas,automatic,;,7,9.898525260706313,2016-2020
7314744435,birmingham,10500.0,2014,volkswagen,jetta tdi,excellent,diesel,automatic,;,10,9.259225769705994,2011-2015
7314730546,birmingham,3500.0,1994,ford,f450,fair,diesel,manual,rwd;,30,8.160803920954665,<=2000
7314709451,birmingham,31990.0,2016,chevrolet,silverado 1500,,,automatic,4wd;,8,10.373209892223665,2016-2020
7314664527,birmingham,36990.0,2018,toyota,4runner sr5 sport utility,good,gas,other,4wd;,6,10.518429918794682,2016-2020
7314664514,birmingham,23590.0,2017,nissan,frontier king cab sv,good,gas,other,fwd;,7,10.068620562346831,2016-2020
7314664519,birmingham,17990.0,2013,subaru,xv crosstrek premium,good,gas,other,;,11,9.79762691183662,2011-2015
7314664521,birmingham,30990.0,2017,nissan,frontier crew cab pro-4x,good,gas,other,4wd;,7,10.341452118734878,2016-2020
7314664494,birmingham,21590.0,2017,buick,regal premium ii sedan 4d,good,gas,other,fwd;,7,9.980031840175913,2016-2020
7314664471,birmingham,21990.0,2019,toyota,camry l sedan 4d,good,other,other,;,5,9.998388557730848,2016-2020
7314656633,birmingham,16000.0,2016,dodge,charger,like new,gas,automatic,rwd;,8,9.680406499268875,2016-2020
7314654378,birmingham,1500.0,2005,toyota,solara,good,gas,automatic,fwd;,19,7.313886831633462,2001-2010
7314624461,birmingham,4500.0,2005,acura,mdx,,gas,automatic,;,19,8.412054873292933,2001-2010
7314603249,birmingham,33995.0,2016,chevrolet,silverado 1500,,gas,automatic,4wd;,8,10.433998149618517,2016-2020
7314592793,birmingham,40000.0,2017,chevrolet,tahoe,like new,gas,automatic,rwd;,7,10.596659732783579,2016-2020
7314589649,birmingham,10500.0,2008,infiniti,ex35,good,gas,automatic,rwd;,16,9.259225769705994,2001-2010
7314584193,birmingham,9500.0,2014,toyota,prius v hybrid,good,gas,automatic,fwd;,10,9.15915233520675,2011-2015
7314583885,birmingham,12900.0,2014,nissan,rogue sv,good,gas,automatic,fwd;,10,9.465060106725137,2011-2015
7314570604,birmingham,4275.0,2006,jeep,liberty,,gas,automatic,4wd;,18,8.360773272144936,2001-2010
7314565277,birmingham,3200.0,2006,chevrolet,trailblazer,good,gas,automatic,rwd;,18,8.071218539969863,2001-2010
7314539852,birmingham,10000.0,2010,toyota,tundra,,gas,automatic,;,14,9.210440366976517,2001-2010
7314521202,birmingham,11995.0,2007,chevrolet,tahoe,,gas,automatic,4wd;,17,9.392328539868899,2001-2010
7314505215,birmingham,3399.0,2006,buick,lacrosse,,gas,automatic,fwd;,18,8.131530710604252,2001-2010
7314488940,birmingham,17995.0,2017,ram,promaster 1500 cargo van,,gas,automatic,;,7,9.797904789961063,2016-2020
7314448560,birmingham,3850.0,2010,volkswagen,jetta,,gas,automatic,;,14,8.25608813381491,2001-2010
7314431586,birmingham,3900.0,2009,hyundai,elantra,,gas,automatic,rwd;,15,8.268988209506656,2001-2010
7314409980,birmingham,6000.0,2004,subaru,baja,excellent,gas,automatic,4wd;,20,8.699681400989514,2001-2010
7314384262,birmingham,15897.0,2018,chevrolet,malibu,,gas,other,fwd;,6,9.673948594133059,2016-2020
7314353155,birmingham,3300.0,1999,chrysler,300m,,gas,automatic,fwd;,25,8.101980731853192,<=2000
7314348351,birmingham,26995.0,2015,ford,f-350,,diesel,automatic,4wd;,9,10.203443985863297,2011-2015
7314334186,birmingham,6950.0,2011,volkswagen,jetta,excellent,gas,automatic,fwd;,13,8.846640813100485,2011-2015
7314331833,birmingham,29995.0,2013,chevrolet,silverado 2500hd,,diesel,automatic,4wd;,11,10.30881931842128,2011-2015
7314318598,birmingham,22795.0,2015,mercedes-benz,c-class,,gas,automatic,;,9,10.03434036095489,2011-2015
7314312719,birmingham,8995.0,2005,nissan,altima 3.5 sl,excellent,gas,automatic,fwd;,19,9.104535313079205,2001-2010
7314302125,birmingham,1250.0,1988,ford,bronco ii,fair,gas,manual,4wd;,36,7.1316985104669115,<=2000
7314293077,birmingham,48900.0,2018,chevrolet,silverado 2500 hd ltz,like new,diesel,automatic,4wd;,6,10.797553125151618,2016-2020
7314278078,birmingham,9988.0,2014,kia,sorento lx,good,gas,automatic,fwd;,10,9.20923976653215,2011-2015
7314277945,birmingham,24888.0,2019,ford,f150 regular cab xl,excellent,gas,automatic,rwd;,5,10.122181217776706,2016-2020
7314277738,birmingham,28490.0,2020,nissan,murano,,gas,automatic,fwd;,4,10.257343526911063,2016-2020
7314277721,birmingham,31968.0,2020,infiniti,q50,,gas,automatic,;,4,10.372521962240313,2016-2020
7314277700,birmingham,21334.0,2021,toyota,corolla,,gas,automatic,fwd;,3,9.9681041956221,2021-2024
7314276424,birmingham,16888.0,2008,toyota,fj cruiser 4x4,good,gas,automatic,4wd;,16,9.734417801417921,2001-2010
7314276144,birmingham,19888.0,2015,mercedes-benz,benz ml 450,excellent,gas,automatic,4wd;,9,9.897922094063247,2011-2015
7314275948,birmingham,31888.0,2015,gmc,1500 yukon slt,good,gas,automatic,rwd;,9,10.370016401720026,2011-2015
7314275143,birmingham,10997.0,2010,ford,explorer sport trac,,gas,automatic,4wd;,14,9.30546871706776,2001-2010
7314264250,birmingham,29800.0,2019,chevrolet,silverado 1500,,gas,automatic,4wd;,5,10.30229722897745,2016-2020
7314222909,birmingham,50990.0,2017,mercedes-benz,s-class,,gas,automatic,;,7,10.839404425545462,2016-2020
7314139034,birmingham,3999.0,2003,infiniti,g35 sedan,,gas,automatic,rwd;,21,8.294049640102028,2001-2010
7314137416,birmingham,5900.0,2011,ford,fiesta se,,gas,automatic,;,13,8.682877107057168,2011-2015
7314082833,birmingham,2800.0,2002,pontiac,grand am gt 1,good,gas,manual,fwd;,22,7.937731775260109,2001-2010
7314048587,birmingham,28995.0,2017,chevrolet,silverado 2500hd,,gas,automatic,rwd;,7,10.274913168420769,2016-2020
7314047007,birmingham,34950.0,2016,nissan,titan xd cummins platinum,,diesel,automatic,4wd;,8,10.461702359555922,2016-2020
7314042284,birmingham,29950.0,1998,pontiac,firebird trans am ws6,,gas,automatic,rwd;,26,10.307317991967832,<=2000
7314039798,birmingham,39995.0,1999,dodge,viper rt 10 removable top,,gas,manual,rwd;,25,10.59653472809574,<=2000
7314022305,birmingham,2550.0,2004,cadillac,srx,,gas,automatic,rwd;,20,7.844240718141811,2001-2010
7314015968,birmingham,8800.0,2007,gmc,denali,good,gas,automatic,4wd;,17,9.082620630373812,2001-2010
7313975544,birmingham,16990.0,2019,toyota,corolla,,gas,automatic,fwd;,5,9.740439071085758,2016-2020
7313975461,birmingham,12499.0,2012,toyota,camry,,gas,automatic,fwd;,12,9.433483923290392,2011-2015
7313975305,birmingham,13999.0,2018,kia,soul,,gas,automatic,fwd;,6,9.546812608597396,2016-2020
7313975157,birmingham,28249.0,2016,toyota,tundra double cab,,gas,automatic,;,8,10.248848736574587,2016-2020
7313975008,birmingham,7999.0,2007,toyota,camry,,gas,automatic,fwd;,17,8.987196820661973,2001-2010
7313974428,birmingham,8799.0,2006,acura,tsx,,gas,automatic,fwd;,18,9.082507000466299,2001-2010
7313974227,birmingham,19990.0,2017,nissan,pathfinder,,gas,automatic,;,7,9.903037451255743,2016-2020
7313922048,birmingham,19900.0,2011,ford,f250 service,,gas,automatic,4wd;,13,9.898525260706313,2011-2015
7313898024,birmingham,9990.0,2015,toyota,corolla le,excellent,gas,automatic,fwd;,9,9.209439966733019,2011-2015
7313897256,birmingham,29950.0,2014,gmc,sierra 1500,excellent,gas,automatic,4wd;,10,10.307317991967832,2011-2015
7313896887,birmingham,9990.0,2009,lexus,rx350,excellent,gas,automatic,fwd;,15,9.209439966733019,2001-2010
7313896811,birmingham,45950.0,2014,gmc,sierra 2500hd denali,excellent,diesel,automatic,4wd;,10,10.735330890332664,2011-2015
7313896765,birmingham,17897.0,2015,lincoln,mkz,,gas,other,fwd;,9,9.792444253742804,2011-2015
7313889508,birmingham,11500.0,2008,ford,f-250 super duty xl,good,diesel,automatic,rwd;,16,9.350189267092581,2001-2010
7313884888,birmingham,7990.0,2011,bmw,328i,excellent,gas,automatic,rwd;,13,8.986071187374463,2011-2015
7313876057,birmingham,9990.0,2009,bmw,x5,excellent,gas,automatic,4wd;,15,9.209439966733019,2001-2010
7313867413,birmingham,11990.0,2011,honda,crv ex-l,excellent,gas,automatic,fwd;,13,9.391911647379434,2011-2015
7313860113,birmingham,15990.0,2015,chevrolet,camaro,,gas,automatic,rwd;,9,9.679781342959442,2011-2015
7313856690,birmingham,14700.0,2015,honda,cr-v ex-l,excellent,gas,automatic,4wd;,9,9.595670797663967,2011-2015
7313827980,birmingham,11295.0,2014,chevrolet,sonic,,gas,automatic,fwd;,10,9.332203959733024,2011-2015
7313806066,birmingham,2450.0,2000,infiniti,qx4,good,gas,automatic,4wd;,24,7.804251383528112,<=2000
7313801999,birmingham,12950.0,2013,lexus,ct200h hybrid,good,gas,automatic,fwd;,11,9.468928284223587,2011-2015
7313798038,birmingham,30488.0,2020,infiniti,q50,,gas,automatic,rwd;,4,10.325121241805876,2016-2020
7313798048,birmingham,17989.0,2018,toyota,camry,,gas,automatic,fwd;,6,9.79757132694458,2016-2020
7313798006,birmingham,22602.0,2021,toyota,corolla,,gas,automatic,fwd;,3,10.025837919813588,2021-2024
7313794897,birmingham,12977.0,2011,lexus,rx,,gas,automatic,;,13,9.471010895181113,2011-2015
7313781903,birmingham,12995.0,2008,ford,f150 xl,,gas,automatic,;,16,9.472396896788991,2001-2010
7313781430,birmingham,36995.0,2012,ford,f250 super duty 4x4,,gas,automatic,4wd;,12,10.51856507767415,2011-2015
7313781284,birmingham,31995.0,2017,ford,f350 super duty,,gas,automatic,;,7,10.373366173968712,2016-2020
7313781180,birmingham,25995.0,2015,gmc,sierra 2500hd,,gas,automatic,;,9,10.16569795901424,2011-2015
7313780314,birmingham,29990.0,2019,mazda,mx-5 miata grand touring,good,gas,other,rwd;,5,10.30865261563529,2016-2020
7313780913,birmingham,34995.0,2015,ford,f250 super duty 4x4,,gas,automatic,4wd;,9,10.462989048226156,2011-2015
7313780759,birmingham,31995.0,2012,ford,f350 super duty,,gas,automatic,;,12,10.373366173968712,2011-2015
7313780652,birmingham,34995.0,2017,ford,f250 sd xlt,,gas,automatic,4wd;,7,10.462989048226156,2016-2020
7313780216,birmingham,16590.0,2016,jeep,renegade sport suv 4d,good,gas,other,4wd;,8,9.716615658643356,2016-2020
7313780453,birmingham,16995.0,2008,chevrolet,express 3500,,gas,automatic,;,16,9.740733301234702,2001-2010
7313780256,birmingham,25590.0,2017,jeep,grand cherokee laredo sport,good,other,other,4wd;,7,10.149996006155071,2016-2020
7313779980,birmingham,12995.0,2016,chrysler,200,,gas,automatic,;,8,9.472396896788991,2016-2020
